date,num_clients,num_clients_lag_7,federal_holiday,big_holiday_before,big_holiday,big_holiday_after,num_sessions,total_traffic,community_event_count,community_event,community_gingerbread_express,community_holiday_market,wu_temp_high,wu_temp_avg,wu_temp_low,wu_humid_high,wu_humid_avg,wu_humid_low,wu_wind_high,wu_wind_avg,wu_precip,wu_event_fog,wu_event_rain,wu_event_snow,wu_event_hail,wu_event_thunderstorm,wu_event_sum,bb_cumulative_wins,bb_game,day_of_week_fri,day_of_week_mon,day_of_week_sat,day_of_week_sun,day_of_week_thu,day_of_week_tue,day_of_week_wed,quarter_q1,quarter_q2,quarter_q3,quarter_q4,bb_game_type_conference_tourney,bb_game_type_ncaa_tourney,bb_game_type_pre_season,bb_game_type_regular_season,bb_location_away,bb_location_home,bb_location_neutral,bb_ranked_opponent_False,bb_ranked_opponent_True,bb_game_result_loss,bb_game_result_win,bb_close_game_False,bb_close_game_True,wu_temp_high_sq,wu_temp_avg_sq,wu_temp_low_sq,wu_humid_high_sq,wu_humid_avg_sq,wu_humid_low_sq,wu_wind_high_sq,wu_wind_avg_sq,wu_precip_sq,num_sessions_lag_7,total_traffic_lag_7
2017-08-29,67.0,130.0,False,False,False,False,507.0,2702859.377923,0,False,0,0,68,64,60,97,85,73,14,9,0.54,0,1,0,0,0,1,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624,4096,3600,9409,7225,5329,196,81,0.2916,884.0,4849010.3465
2017-08-30,110.0,139.0,False,False,False,False,1054.0,4157044.0529300002,0,False,0,0,81,73,64,97,76,54,8,1,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,5329,4096,9409,5776,2916,64,1,0.0,1119.0,5670765.79564
2017-08-31,124.0,130.0,False,False,False,False,1026.0,4288835.1287,0,False,0,0,87,75,62,100,71,42,9,2,0.0,1,0,0,0,0,1,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,5625,3844,10000,5041,1764,81,4,0.0,1148.0,6231913.244600001
2017-09-01,63.0,185.0,False,False,False,False,516.0,1162286.6488999994,0,False,0,0,72,64,55,93,80,67,16,7,0.27,0,1,0,0,0,1,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,4096,3025,8649,6400,4489,256,49,0.0729,1634.0,4553760.426522
2017-09-02,70.0,153.0,False,False,False,False,477.0,1804452.9778,0,False,0,0,62,59,55,97,94,90,15,6,0.32,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,3481,3025,9409,8836,8100,225,36,0.1024,1313.0,3201251.55571
2017-09-03,123.0,86.0,False,False,False,False,1229.0,4859175.82234,0,False,0,0,83,71,58,100,70,39,9,4,0.0,1,0,0,0,0,1,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,5041,3364,10000,4900,1521,81,16,0.0,962.0,5247078.399895556
2017-09-04,91.0,104.0,True,False,False,False,974.0,2989609.52903,0,False,0,0,85,71,56,93,72,51,16,6,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,5041,3136,8649,5184,2601,256,36,0.0,832.0,5905621.332900002
2017-09-05,101.0,67.0,False,False,False,False,773.0,3558511.5022,0,False,0,0,87,76,65,93,72,51,17,7,0.22,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,5776,4225,8649,5184,2601,289,49,0.0484,507.0,2702859.377923
2017-09-06,52.0,110.0,False,False,False,False,383.0,994291.4844399999,0,False,0,0,68,63,58,100,97,93,9,2,1.02,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624,3969,3364,10000,9409,8649,81,4,1.0404,1054.0,4157044.0529300002
2017-09-07,78.0,124.0,False,False,False,False,574.0,3666112.2847,0,False,0,0,73,63,52,100,71,41,9,3,0.0,1,0,0,0,0,1,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,3969,2704,10000,5041,1681,81,9,0.0,1026.0,4288835.1287
2017-09-08,127.0,63.0,False,False,False,False,987.0,3497378.70292,0,False,0,0,77,65,52,89,65,41,9,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,4225,2704,7921,4225,1681,81,4,0.0,516.0,1162286.6488999994
2017-09-09,100.0,70.0,False,False,False,False,744.0,1527066.7376299999,0,False,0,0,73,63,52,93,69,44,12,4,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,3969,2704,8649,4761,1936,144,16,0.0,477.0,1804452.9778
2017-09-10,82.0,123.0,False,False,False,False,807.0,1398805.6177599998,0,False,0,0,71,59,46,93,70,47,16,4,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041,3481,2116,8649,4900,2209,256,16,0.0,1229.0,4859175.82234
2017-09-11,87.0,91.0,False,False,False,False,410.0,813905.920072,0,False,0,0,70,60,49,96,77,57,13,4,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,3600,2401,9216,5929,3249,169,16,0.0,974.0,2989609.52903
2017-09-12,91.0,101.0,False,False,False,False,622.0,3181528.74687,0,False,0,0,78,68,58,100,78,56,15,4,0.08,0,1,0,0,0,1,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,4624,3364,10000,6084,3136,225,16,0.0064,773.0,3558511.5022
2017-09-13,90.0,52.0,False,False,False,False,869.0,3993036.230853,0,False,0,0,81,74,66,100,76,51,17,4,0.04,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,5476,4356,10000,5776,2601,289,16,0.0016,383.0,994291.4844399999
2017-09-14,95.0,78.0,False,False,False,False,809.0,4603622.96906,0,False,0,0,80,73,65,93,74,54,10,3,0.0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,5329,4225,8649,5476,2916,100,9,0.0,574.0,3666112.2847
2017-09-15,175.0,127.0,False,False,False,False,1581.0,7601817.60023,0,False,0,0,83,72,61,100,74,47,7,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,5184,3721,10000,5476,2209,49,4,0.0,987.0,3497378.70292
2017-09-16,277.0,100.0,False,False,False,False,2763.0,5987985.6361,1,True,0,0,83,75,67,97,76,54,7,1,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,5625,4489,9409,5776,2916,49,1,0.0,744.0,1527066.7376299999
2017-09-17,105.0,82.0,False,False,False,False,1119.0,5352354.70214,0,False,0,0,85,75,64,100,78,55,8,2,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,5625,4096,10000,6084,3025,64,4,0.0,807.0,1398805.6177599998
2017-09-18,119.0,87.0,False,False,False,False,941.0,5951920.355207,0,False,0,0,83,74,64,100,79,58,13,4,0.0,1,0,0,0,0,1,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,5476,4096,10000,6241,3364,169,16,0.0,410.0,813905.920072
2017-09-19,136.0,91.0,False,False,False,False,1252.0,4122107.4492,0,False,0,0,86,75,64,100,71,42,8,3,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,5625,4096,10000,5041,1764,64,9,0.0,622.0,3181528.74687
2017-09-20,114.0,90.0,False,False,False,False,1151.0,6075810.13319,0,False,0,0,89,75,61,100,69,38,10,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,5625,3721,10000,4761,1444,100,4,0.0,869.0,3993036.230853
2017-09-21,129.0,95.0,False,False,False,False,1163.0,8758760.10675,0,False,0,0,88,77,66,93,68,43,9,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,5929,4356,8649,4624,1849,81,4,0.0,809.0,4603622.96906
2017-09-22,194.0,175.0,False,False,False,False,1867.0,13132688.4988,1,True,0,0,89,76,63,100,72,43,8,1,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,5776,3969,10000,5184,1849,64,1,0.0,1581.0,7601817.60023
2017-09-23,174.0,277.0,False,False,False,False,2224.0,7252811.093009999,1,True,0,0,87,74,61,93,63,32,12,3,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,5476,3721,8649,3969,1024,144,9,0.0,2763.0,5987985.6361
2017-09-24,110.0,105.0,False,False,False,False,1134.0,6809211.448499999,0,False,0,0,90,75,59,97,69,41,13,3,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,5625,3481,9409,4761,1681,169,9,0.0,1119.0,5352354.70214
2017-09-25,112.0,119.0,False,False,False,False,971.0,5940060.7281,0,False,0,0,89,76,63,93,70,47,12,4,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,5776,3969,8649,4900,2209,144,16,0.0,941.0,5951920.355207
2017-09-26,143.0,136.0,False,False,False,False,1280.0,4009915.73315,0,False,0,0,88,77,66,93,70,46,17,6,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,5929,4356,8649,4900,2116,289,36,0.0,1252.0,4122107.4492
2017-09-27,131.0,114.0,False,False,False,False,1355.0,6817150.292669999,0,False,0,0,92,79,65,93,67,41,14,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6241,4225,8649,4489,1681,196,16,0.0,1151.0,6075810.13319
2017-09-28,114.0,129.0,False,False,False,False,1215.0,4275212.5157,0,False,0,0,87,75,63,84,57,30,13,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,5625,3969,7056,3249,900,169,36,0.0,1163.0,8758760.10675
2017-09-29,145.0,194.0,False,False,False,False,1413.0,8076883.0579900015,0,False,0,0,78,65,52,89,64,39,10,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,4225,2704,7921,4096,1521,100,9,0.0,1867.0,13132688.4988
2017-09-30,116.0,174.0,False,False,False,False,858.0,4617259.804789,0,False,0,0,71,62,53,87,59,31,16,7,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041,3844,2809,7569,3481,961,256,49,0.0,2224.0,7252811.093009999
2017-10-01,104.0,110.0,False,False,False,False,916.0,7576532.196160001,0,False,0,0,70,56,41,93,65,37,12,2,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,3136,1681,8649,4225,1369,144,4,0.0,1134.0,6809211.448499999
2017-10-02,111.0,112.0,False,False,False,False,837.0,4270093.65374,0,False,0,0,76,59,41,100,69,38,8,2,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5776,3481,1681,10000,4761,1444,64,4,0.0,971.0,5940060.7281
2017-10-03,141.0,143.0,False,False,False,False,1280.0,7528773.404609999,0,False,0,0,77,62,46,93,68,43,9,2,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,3844,2116,8649,4624,1849,81,4,0.0,1280.0,4009915.73315
2017-10-04,124.0,131.0,False,False,False,False,959.0,9661021.297460001,0,False,0,0,82,65,48,100,65,30,10,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,4225,2304,10000,4225,900,100,16,0.0,1355.0,6817150.292669999
2017-10-05,134.0,114.0,False,False,False,False,1278.0,6619721.38621,0,False,0,0,86,69,51,93,61,29,12,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,4761,2601,8649,3721,841,144,9,0.0,1215.0,4275212.5157
2017-10-06,177.0,145.0,False,False,False,False,1705.0,6641258.951230001,0,False,0,0,88,73,57,93,63,32,13,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,5329,3249,8649,3969,1024,169,9,0.0,1413.0,8076883.0579900015
2017-10-07,134.0,116.0,False,False,False,False,1021.0,8672650.2403,0,False,0,0,87,73,58,93,68,42,18,6,0.02,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,5329,3364,8649,4624,1764,324,36,0.0004,858.0,4617259.804789
2017-10-08,89.0,104.0,False,False,False,False,777.0,3796216.0354699995,0,False,0,0,81,77,72,100,90,79,15,7,0.14,0,1,0,0,0,1,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,5929,5184,10000,8100,6241,225,49,0.019600000000000003,916.0,7576532.196160001
2017-10-09,97.0,111.0,True,False,False,False,745.0,3236185.884533,0,False,0,0,88,80,72,94,77,59,24,10,0.34,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,6400,5184,8836,5929,3481,576,100,0.11560000000000002,837.0,4270093.65374
2017-10-10,118.0,141.0,False,False,False,False,1202.0,5609783.181100002,0,False,0,0,88,79,70,97,75,53,8,3,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,6241,4900,9409,5625,2809,64,9,0.0,1280.0,7528773.404609999
2017-10-11,94.0,124.0,False,False,False,False,892.0,4012000.1421370003,0,False,0,0,84,78,71,94,82,69,10,3,0.16,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,6084,5041,8836,6724,4761,100,9,0.0256,959.0,9661021.297460001
2017-10-12,81.0,134.0,False,False,False,False,505.0,1894888.10661,0,False,0,0,74,67,60,100,95,90,16,10,0.08,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5476,4489,3600,10000,9025,8100,256,100,0.0064,1278.0,6619721.38621
2017-10-13,117.0,177.0,False,False,False,False,1251.0,5119806.00969,0,False,0,0,67,63,59,93,89,84,10,4,0.01,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4489,3969,3481,8649,7921,7056,100,16,0.0001,1705.0,6641258.951230001
2017-10-14,135.0,134.0,False,False,False,False,1635.0,6520503.18186,0,False,0,0,75,66,56,100,82,64,9,1,0.0,1,0,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,4356,3136,10000,6724,4096,81,1,0.0,1021.0,8672650.2403
2017-10-15,110.0,89.0,False,False,False,False,1031.0,8211328.5688499985,0,False,0,0,80,72,63,100,79,58,17,8,0.0,1,0,0,0,0,1,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,5184,3969,10000,6241,3364,289,64,0.0,777.0,3796216.0354699995
2017-10-16,99.0,97.0,False,False,False,False,845.0,9056455.6798,0,False,0,0,73,61,49,93,67,40,16,6,0.07,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,3721,2401,8649,4489,1600,256,36,0.004900000000000001,745.0,3236185.884533
2017-10-17,118.0,118.0,False,False,False,False,1230.0,5612706.13282,0,False,0,0,65,52,39,93,64,34,9,3,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,2704,1521,8649,4096,1156,81,9,0.0,1202.0,5609783.181100002
2017-10-18,94.0,94.0,False,False,False,False,893.0,8345971.4846600015,0,False,0,0,71,54,37,100,66,31,10,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5041,2916,1369,10000,4356,961,100,4,0.0,892.0,4012000.1421370003
2017-10-19,148.0,81.0,False,False,False,False,1453.0,12586955.662200002,0,False,0,0,77,59,40,96,64,31,12,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,3481,1600,9216,4096,961,144,16,0.0,505.0,1894888.10661
2017-10-20,194.0,117.0,False,False,False,False,1863.0,10740457.244467,0,False,0,0,81,64,47,93,62,30,8,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,4096,2209,8649,3844,900,64,9,0.0,1251.0,5119806.00969
2017-10-21,191.0,135.0,False,False,False,False,1835.0,14737753.8836,0,False,0,0,79,64,48,100,67,33,8,1,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6241,4096,2304,10000,4489,1089,64,1,0.0,1635.0,6520503.18186
2017-10-22,111.0,110.0,False,False,False,False,938.0,9733716.764147,0,False,0,0,78,65,51,100,72,43,15,4,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,4225,2601,10000,5184,1849,225,16,0.0,1031.0,8211328.5688499985
2017-10-23,85.0,99.0,False,False,False,False,639.0,3763507.76845,0,False,0,0,73,64,55,93,79,64,20,5,0.74,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,4096,3025,8649,6241,4096,400,25,0.5476,845.0,9056455.6798
2017-10-24,98.0,118.0,False,False,False,False,1064.0,4438500.6937339995,0,False,0,0,72,64,56,100,72,44,20,7,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,4096,3136,10000,5184,1936,400,49,0.0,1230.0,5612706.13282
2017-10-25,117.0,94.0,False,False,False,False,799.0,5991253.333149998,0,False,0,0,64,57,49,59,45,30,12,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,3249,2401,3481,2025,900,144,9,0.0,893.0,8345971.4846600015
2017-10-26,88.0,148.0,False,False,False,False,648.0,7875687.537398901,0,False,0,0,60,53,45,66,48,29,13,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2809,2025,4356,2304,841,169,16,0.0,1453.0,12586955.662200002
2017-10-27,132.0,194.0,False,False,False,False,1240.0,9193227.94634,0,False,0,0,70,53,35,92,66,40,13,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,2809,1225,8464,4356,1600,169,16,0.0,1863.0,10740457.244467
2017-10-28,171.0,191.0,False,False,False,False,1475.0,9467379.4843889,0,False,0,0,70,59,47,86,71,55,20,8,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,3481,2209,7396,5041,3025,400,64,0.0,1835.0,14737753.8836
2017-10-29,51.0,111.0,False,False,False,False,344.0,1166379.804389,0,False,0,0,66,56,45,100,89,78,21,6,2.31,0,1,0,0,0,1,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,3136,2025,10000,7921,6084,441,36,5.3361,938.0,9733716.764147
2017-10-30,65.0,85.0,False,False,False,False,675.0,4013762.56008,0,False,0,0,60,50,40,82,55,28,17,8,0.02,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,2500,1600,6724,3025,784,289,64,0.0004,639.0,3763507.76845
2017-10-31,60.0,98.0,False,False,False,False,407.0,1033790.57793,0,False,0,0,63,52,41,76,52,27,10,3,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,2704,1681,5776,2704,729,100,9,0.0,1064.0,4438500.6937339995
2017-11-01,57.0,117.0,False,False,False,False,519.0,953392.35551,0,False,0,0,59,50,40,93,77,61,9,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,2500,1600,8649,5929,3721,81,4,0.0,799.0,5991253.333149998
2017-11-02,60.0,88.0,False,False,False,False,527.0,1226832.782204,0,False,0,0,76,62,47,100,73,46,18,4,0.0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5776,3844,2209,10000,5329,2116,324,16,0.0,648.0,7875687.537398901
2017-11-03,119.0,132.0,False,False,False,False,925.0,2030698.381911,0,False,0,0,81,66,51,100,73,45,12,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,4356,2601,10000,5329,2025,144,16,0.0,1240.0,9193227.94634
2017-11-04,37.0,171.0,False,False,False,False,273.0,2098805.759597,0,False,0,0,61,54,47,100,82,63,15,6,0.55,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3721,2916,2209,10000,6724,3969,225,36,0.30250000000000005,1475.0,9467379.4843889
2017-11-05,28.0,51.0,False,False,False,False,238.0,1027734.1867,0,False,0,0,59,54,49,100,93,86,15,5,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,2916,2401,10000,8649,7396,225,25,0.0,344.0,1166379.804389
2017-11-06,46.0,65.0,False,False,False,False,405.0,392193.706594,0,False,0,0,77,66,55,100,80,60,15,7,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,4356,3025,10000,6400,3600,225,49,0.0,675.0,4013762.56008
2017-11-07,26.0,60.0,False,False,False,False,268.0,163684.12446756,0,False,0,0,56,49,42,96,82,68,14,7,0.2,0,1,0,0,0,1,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,2401,1764,9216,6724,4624,196,49,0.040000000000000015,407.0,1033790.57793
2017-11-08,21.0,57.0,False,False,False,False,140.0,423577.599965,0,False,0,0,47,45,42,89,83,76,10,5,0.0,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,2025,1764,7921,6889,5776,100,25,0.0,519.0,953392.35551
2017-11-09,29.0,60.0,False,False,False,False,147.0,183928.035558,0,False,0,0,51,48,44,100,92,83,8,2,0.06,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2601,2304,1936,10000,8464,6889,64,4,0.0036,527.0,1226832.782204
2017-11-10,26.0,119.0,True,False,False,False,251.0,238939.5910733,0,False,0,0,50,40,29,100,67,33,17,6,0.0,1,0,0,0,0,1,1,True,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,2500,1600,841,10000,4489,1089,289,36,0.0,925.0,2030698.381911
2017-11-11,32.0,37.0,False,False,False,False,229.0,145144.60445,0,False,0,0,39,32,24,75,54,32,10,4,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,1024,576,5625,2916,1024,100,16,0.0,273.0,2098805.759597
2017-11-12,16.0,28.0,False,False,False,False,140.0,371719.9644539,0,False,0,0,46,37,27,85,64,43,7,1,0.07,0,1,0,0,0,1,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,1369,729,7225,4096,1849,49,1,0.004900000000000001,238.0,1027734.1867
2017-11-13,19.0,46.0,False,False,False,False,93.0,181279.28886522603,0,False,0,0,55,47,38,100,81,61,7,2,0.06,0,0,0,0,0,0,2,True,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,3025,2209,1444,10000,6561,3721,49,4,0.0036,405.0,392193.706594
2017-11-14,29.0,26.0,False,False,False,False,279.0,237636.835554444,0,False,0,0,49,41,33,83,67,50,6,3,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,1681,1089,6889,4489,2500,36,9,0.0,268.0,163684.12446756
2017-11-15,25.0,21.0,False,False,False,False,204.0,294601.955556689,0,False,0,0,52,40,28,92,70,48,9,3,0.01,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,1600,784,8464,4900,2304,81,9,0.0001,140.0,423577.599965
2017-11-16,55.0,29.0,False,False,False,False,330.0,819263.1467100001,0,False,0,0,65,50,34,93,58,23,14,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,2500,1156,8649,3364,529,196,25,0.0,147.0,183928.035558
2017-11-17,42.0,26.0,False,False,False,False,302.0,283060.33775356,0,False,0,0,58,46,34,70,48,25,10,3,0.0,0,0,0,0,0,0,3,True,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,3364,2116,1156,4900,2304,625,100,9,0.0,251.0,238939.5910733
